Cód. Producto;Producto;costo;ultima actualizacion de precio
9043;TUBO ENDOCRANEAL Nº 13;0.00;19/12/2025
9044;TUBO ENDOCRANEAL Nº 14;0.00;19/12/2025
9045;TUBO ENDOCRANEAL Nº 15;0.00;19/12/2025
9046;TUBO ENDOCRANEAL Nº 16;0.00;19/12/2025
9047;TUBO ENDOCRANEAL Nº 17;0.00;19/12/2025
9048;TUBO ENDOCRANEAL Nº 18;0.00;19/12/2025
9049;TUBO ENDOCRANEAL Nº 19;0.00;19/12/2025
9050;TUBO ENDOCRANEAL Nº 20;0.00;19/12/2025
9051;TUBO ENDOCRANEAL Nº 21;0.00;19/12/2025
9052;TUBO ENDOCRANEAL Nº 22;0.00;19/12/2025
9053;TUBO ENDOCRANEAL Nº 23;0.00;19/12/2025
9054;TUBO ENDOCRANEAL Nº 24;0.00;19/12/2025
9055;TUBO ENDOCRANEAL Nº 25;0.00;19/12/2025
TUB 4 C/BALON;TUBO ENDOTRAQUEAI Nº4.0 CON BALON;0.00;19/12/2025
9077;TUBO ENDOTRAQUEAL  Nº 3.5 SIN BALÓN;0.00;19/12/2025
9078;TUBO ENDOTRAQUEAL  Nº 4.0 SIN BALÓN;0.00;19/12/2025
TUB001;TUBO ENDOTRAQUEAL 3,5 CON BALON;1,941.00;19/12/2025
D-106;TUBO ENDOTRAQUEAL 4.5 CON BALON;0.00;19/12/2025
C007;TUBO ENDOTRAQUEAL A DEFINIR;0.00;19/12/2025
10515;TUBO ENDOTRAQUEAL N 3.0 SIN BALON ;1,355.48;19/12/2025
10516;TUBO ENDOTRAQUEAL N 5.0 SIN BALON ;1,355.48;19/12/2025
11035;TUBO ENDOTRAQUEAL Nº 2 SIN BALON;0.00;19/12/2025
4856;TUBO ENDOTRAQUEAL Nº 2.5 SIN BALON;1,355.48;19/12/2025
TUBO END 4 C/BALON;TUBO ENDOTRAQUEAL Nº 4.0  CON BALON AURINCO;0.00;19/12/2025
8523;TUBO ENDOTRAQUEAL Nº 4.5 SIN BALON;1,355.48;19/12/2025
10517;TUBO ENDOTRAQUEAL Nº 6.5 CON BALON;0.00;19/12/2025
9104;TUBO ENDOTRAQUEAL Nº 6.5 SIN BALON;0.00;19/12/2025
12007;TUBO ENDOTRAQUEAL Nº8 SIN BALON;0.00;19/12/2025
9056;TUBO ENDOTRAQUEAL SHILEY Nº 5.0 MM CON BALON;0.00;19/12/2025
10518;TUBO OXIGENO DE 2M3 CON REGULADOR;0.00;19/12/2025
TUBU;TUBULADORA PVC PARA OXIGENO;0.00;19/12/2025
75TUBU/T-63 RO.50 MT;TUBULADORA T-63 PVC ROLLO X  MTS;410.54;19/12/2025
7403;TUBULADURA 15MM;0.00;19/12/2025
10743;TUBULADURA CON TERMINAL DE CONEXION DE OXIGENO;0.00;19/12/2025
12032;Tubuladura de drenaje quirúrgico 6.3 mm x 2 cm;3,207.42;19/12/2025
10926;TUBULADURA DE PVC 7 X9;0.00;19/12/2025
7402;TUBULADURA DESC. CORTA;0.00;19/12/2025
TUBUL;TUBULADURA PARA CONCENTRADOR DE OXIGENO 10MTS;0.00;19/12/2025
9079;TUBULADURA T-63 X 2MTS ESTÉRIL;3,438.18;19/12/2025
11013;TUBULADURA T-95 X 2MTS ESTÉRIL;0.00;19/12/2025
11938;ULCOZOL SUSPENSION  POLVO;0.00;19/12/2025
11998;Ulcozol suspension x 70 ml;0.00;19/12/2025
10928;UNIFLOX 750 X 5 COMP;0.00;19/12/2025
492;UROSET;0.00;19/12/2025
7345;VALVULA DE FONACION SHLIEY ;63,987.00;19/12/2025
000000000000025;VALVULA DE FONACIONCON APORTE O2 SHILEY;0.00;19/12/2025
1028;VÁLVULA PEEP REGULABLE;0.00;19/12/2025
256;VASELINA LIQUIDA 125 ML;0.00;19/12/2025
257;VASELINA LIQUIDA 500 ML;7,648.78;19/12/2025
519;VASELINA LIQUIDA X 1000 ML;15,344.94;19/12/2025
10519;VASELINA SOLIDA 1 KG;18,717.16;19/12/2025
259;VASELINA SÓLIDA 100ML;0.00;19/12/2025
10905;VASELINA SOLIDA 250GR;13,429.14;19/12/2025
12046;VASELINA SOLIDA 500 GR;20,806.00;19/12/2025
12014;VASELINA SOLIDA 60GR;0.00;19/12/2025
247;Vaso humificador bajo flujo;0.00;19/12/2025
7856;VASO PARA ASPIRADOR A BATERIA;0.00;19/12/2025
7857;VASO PARA ASPIRADOR A MOTOR;0.00;19/12/2025
7398;VENDA ADHERENTE COBAN 10CM;0.00;19/12/2025
7346;VENDA CAMBRIDGE 10 CM;608.00;19/12/2025
7347;VENDA CAMBRIDGE 15 CM;0.00;19/12/2025
7348;VENDA CAMBRIDGE 20 CM;0.00;19/12/2025
9057;VENDA CAMBRIDGE 5CM ;451.14;19/12/2025
9163;VENDA CAMBRIDGE 7 CM;0.00;19/12/2025
C003;VENDA CAMISETA SOLO POR AMPUTACIÓN;0.00;19/12/2025
VEND10;VENDA ELASTICA 10CM;0.00;19/12/2025
LIMP 106;Veneno cucaracha (sobre);0.00;19/12/2025
LIMP 107;Veneno para cucarachas (casitas);0.00;19/12/2025
10918;VIGABATRIN 500 MG X 60;0.00;19/12/2025
10676;VIMI KITS X 200GR;140,833.96;19/12/2025
VIS ENF $520;VISITA DE ENFERMERIA $520;0.00;19/12/2025
LIB95;Visor para carpeta colgante Nepaco transparente;0.00;19/12/2025
10766;VITAMINA ADC TRIVISOL;19,264.60;19/12/2025
11917;VITAMINA D3;0.00;19/12/2025
10765;VITAMINA HIERRO FERINSOL;0.00;19/12/2025
10750;Vpap stellar;0.00;19/12/2025
10980;WHISPER FIJO;0.00;19/12/2025
XILO;XILOCAÍNA EN GEL;0.00;19/12/2025
12002;ZALEA 120 X140 MARCA DYMMY;0.00;19/12/2025
1023;Zalea Comodin Pvc grande 90x140;0.00;19/12/2025
10850;ZALEA DECARTABLE MARCA AMBOS  60X90;0.00;19/12/2025
78ZALEA/DESCA;ZALEA DESCARTABLE X 10U-NONISEC;8,727.60;19/12/2025
8563;ZALEA DESCARTABLES;803.40;19/12/2025
12001;ZALEA NONINO;0.00;19/12/2025
12003;ZALEAS PLENITUD 8X8;0.00;19/12/2025
12011;Zaleas Sabanindas;0.00;19/12/2025
10990;ZOLPIDEM 10 MG X 30 COMP;0.00;19/12/2025
